;symbol;baseMean;FoldChange;log2FoldChange;lfcSE;stat;pvalue;padj;description;;;
ENSRNOG00000027935;Lrrc34;74.69510666;3.10789525;1.635937879;0.802149086;2.039443674;0.041405767;0.999244754;leucine rich repeat containing 34;;;
ENSRNOG00000015971;Slc12a2;5616.272031;0.609238686;-0.71492054;0.350648951;-2.038849787;0.041465022;0.999244754;solute carrier family 12 member 2;;;
ENSRNOG00000007648;Rab11b;6822.438659;0.785699955;-0.347949617;0.170661111;-2.038833657;0.041466632;0.999244754;RAB11B; member RAS oncogene family;;
ENSRNOG00000024825;Fam163a;1594.092119;0.706000374;-0.502259147;0.246505193;-2.037519538;0.041598006;0.999244754;family with sequence similarity 163; member A;;
ENSRNOG00000003402;Stx6;3410.810336;0.778570961;-0.361099559;0.177257169;-2.037150665;0.041634946;0.999244754;syntaxin 6;;;
ENSRNOG00000000886;Caln1;3091.703448;1.472368572;0.55813886;0.274142458;2.035944616;0.041755917;0.999244754;calneuron 1;;;
ENSRNOG00000032788;Dysf;123.1950659;2.013069243;1.009396797;0.49590062;2.035482023;0.041802396;0.999244754;dysferlin;;;
ENSRNOG00000003756;Lancl3;450.2533448;1.561382996;0.642824464;0.315990847;2.034313559;0.041919991;0.999244754;LanC like family member 3;;;
ENSRNOG00000011697;Zfp827;4069.009215;1.295301477;0.373287919;0.183496858;2.034301423;0.041921214;0.999244754;zinc finger protein 827;;;
ENSRNOG00000022116;Gjb6;1355.940447;0.654177221;-0.612246571;0.301173402;-2.032870654;0.042065593;0.999244754;gap junction protein; beta 6;;
ENSRNOG00000012119;NA;8.636398621;21.01261266;4.39318365;2.163654886;2.030445649;0.042311261;0.999244754;NA;;;
ENSRNOG00000028649;Tox3;940.4705554;1.617860571;0.69408728;0.341981951;2.029602083;0.042397003;0.999244754;TOX high mobility group box family member 3;;;
ENSRNOG00000011861;Aadat;704.7666438;0.646275676;-0.6297784;0.310530659;-2.02807157;0.042552944;0.999244754;aminoadipate aminotransferase;;;
ENSRNOG00000018371;Tubb6;94.10092111;2.215642582;1.147725171;0.566394973;2.026368922;0.042726993;0.999244754;tubulin; beta 6 class V;;
ENSRNOG00000042603;Ttc39b;2060.856676;1.348747519;0.431620306;0.213146563;2.024993037;0.042868079;0.999244754;tetratricopeptide repeat domain 39B;;;
ENSRNOG00000023346;Cplane2;182.0786807;0.528934229;-0.918839755;0.453772891;-2.024889044;0.042878759;0.999244754;ciliogenesis and planar polarity effector complex subunit 2;;;
ENSRNOG00000001869;Rab44;25.93366414;0.19517496;-2.357160122;1.164152878;-2.024785719;0.042889372;0.999244754;RAB44; member RAS oncogene family;;
ENSRNOG00000027839;Ptk2b;18406.89081;1.236879907;0.306705431;0.151550352;2.023785673;0.042992209;0.999244754;protein tyrosine kinase 2 beta;;;
ENSRNOG00000007258;Sbspon;38.30775543;3.423028248;1.775273198;0.877625944;2.022813034;0.043092427;0.999244754;somatomedin B and thrombospondin; type 1 domain containing;;
ENSRNOG00000017676;Plvap;46.10833067;0.327203295;-1.611740818;0.797785025;-2.020269582;0.043355432;0.999244754;plasmalemma vesicle associated protein;;;
ENSRNOG00000016828;Cmtm5;740.4893368;0.610144268;-0.712777688;0.353038742;-2.018978666;0.043489437;0.999244754;CKLF-like MARVEL transmembrane domain containing 5;;;
ENSRNOG00000007249;Cdkn1b;1587.914011;0.721448239;-0.471032204;0.233576429;-2.016608468;0.043736389;0.999244754;cyclin-dependent kinase inhibitor 1B;;;
ENSRNOG00000069945;Tmem229a;313.709806;0.595396746;-0.748076758;0.371098948;-2.015841764;0.043816525;0.999244754;transmembrane protein 229A;;;
ENSRNOG00000010556;Intu;543.9020849;1.479614881;0.565221715;0.280526534;2.01486008;0.043919312;0.999244754;inturned planar cell polarity protein;;;
ENSRNOG00000019565;Tbx15;57.66006628;3.252879887;1.701717552;0.844685449;2.014616865;0.043944809;0.999244754;T-box transcription factor 15;;;
ENSRNOG00000017260;Cdr2;250.4794061;0.538888992;-0.891939978;0.442918925;-2.013777079;0.044032943;0.999244754;cerebellar degeneration-related protein 2;;;
ENSRNOG00000006178;Dync1h1;39814.35217;1.368857017;0.452971758;0.224953673;2.013622411;0.044049192;0.999244754;dynein cytoplasmic 1 heavy chain 1;;;
ENSRNOG00000049985;Gprasp1;26123.2991;1.302724528;0.381532046;0.189553505;2.012793416;0.044136367;0.999244754;G protein-coupled receptor associated sorting protein 1;;;
ENSRNOG00000003229;Tspan7;42922.80647;0.824220335;-0.278898038;0.138621261;-2.011942725;0.044225975;0.999244754;tetraspanin 7;;;
ENSRNOG00000003073;Gpr161;412.1694591;2.138641594;1.096694727;0.545197702;2.011554198;0.044266952;0.999244754;G protein-coupled receptor 161;;;
ENSRNOG00000002916;Car4;733.261273;1.657333901;0.72886429;0.362550855;2.010378074;0.044391189;0.999244754;carbonic anhydrase 4;;;
ENSRNOG00000043513;Cyp4x1;2845.730503;1.394219792;0.479458013;0.238526795;2.010080308;0.04442269;0.999244754;cytochrome P450; family 4; subfamily x; polypeptide 1
ENSRNOG00000000699;Selplg;1248.276983;0.707438434;-0.499323494;0.24846716;-2.00961565;0.044471884;0.999244754;selectin P ligand;;;
ENSRNOG00000070553;Gltpd2;5.55893574;0.020673196;-5.596094723;2.785037209;-2.009342893;0.044500782;0.999244754;glycolipid transfer protein domain containing 2;;;
ENSRNOG00000031397;Stk32b;89.79331532;2.403517946;1.265147576;0.629688896;2.009162913;0.044519859;0.999244754;serine/threonine kinase 32B;;;
ENSRNOG00000019388;Egfl7;340.5607425;1.84076508;0.88030552;0.438446367;2.007783819;0.044666269;0.999244754;EGF-like-domain; multiple 7;;
ENSRNOG00000005905;Pde4b;5106.494142;0.694530147;-0.525890777;0.262001799;-2.007202923;0.044728061;0.999244754;phosphodiesterase 4B;;;
ENSRNOG00000016917;Clcn1;153.6413994;1.906040175;0.930578528;0.463638044;2.007122885;0.04473658;0.999244754;chloride voltage-gated channel 1;;;
ENSRNOG00000003951;Psmc1;7487.662105;0.805797525;-0.31151072;0.155270946;-2.006239598;0.044830691;0.999244754;proteasome 26S subunit; ATPase 1;;
ENSRNOG00000017417;Gabarap;4725.060167;0.746321379;-0.42213108;0.210418093;-2.006153909;0.04483983;0.999244754;GABA type A receptor-associated protein;;;
ENSRNOG00000004346;Notch3;776.3498917;1.552305324;0.63441235;0.31688685;2.002015385;0.045283077;0.999244754;notch receptor 3;;;
ENSRNOG00000006995;Ano6;934.2903075;1.572710152;0.653252809;0.326468399;2.000967966;0.045395842;0.999244754;anoctamin 6;;;
ENSRNOG00000015295;Ctdsp1;1243.685791;0.711664711;-0.490730395;0.245312921;-2.000426199;0.045454262;0.999244754;CTD small phosphatase 1;;;
ENSRNOG00000043128;Armcx4;4028.197882;1.271901757;0.34698724;0.173538493;1.999482845;0.045556136;0.999244754;armadillo repeat containing; X-linked 4;;
ENSRNOG00000065127;NA;144.2463302;2.068833402;1.048817473;0.524618806;1.999199156;0.04558681;0.999244754;NA;;;
ENSRNOG00000016872;Plppr4;11383.85266;1.295619418;0.373641995;0.186921255;1.998927274;0.045616223;0.999244754;phospholipid phosphatase related 4;;;
ENSRNOG00000004027;Aldh9a1;2047.274701;0.773678317;-0.370194253;0.185279016;-1.998036588;0.045712694;0.999244754;aldehyde dehydrogenase 9 family; member A1;;
ENSRNOG00000057044;Garnl3;6665.370872;0.637418355;-0.649687532;0.325576067;-1.995501506;0.04598821;0.999244754;GTPase activating Rap/RanGAP domain-like 3;;;
ENSRNOG00000020845;Tyrobp;151.3492312;0.521164808;-0.940188426;0.471448578;-1.994254454;0.046124254;0.999244754;transmembrane immune signaling adaptor Tyrobp;;;
ENSRNOG00000063049;Pnma8c;9471.580608;1.249775896;0.321669421;0.161463234;1.992214651;0.046347511;0.999244754;PNMA family member 8C;;;
ENSRNOG00000064621;NA;47.41725897;0.339321729;-1.559274277;0.782743591;-1.992062655;0.046364184;0.999244754;NA;;;
ENSRNOG00000000567;Unc5b;1413.195094;0.574359924;-0.799973007;0.401634693;-1.991792594;0.046393819;0.999244754;unc-5 netrin receptor B;;;
ENSRNOG00000058914;Rbx1;944.1330765;0.717509955;-0.478929247;0.240504618;-1.991351564;0.04644225;0.999244754;ring-box 1;;;
ENSRNOG00000017105;Dpyd;1027.693342;1.761791272;0.817043011;0.410436812;1.990666984;0.046517511;0.999244754;dihydropyrimidine dehydrogenase;;;
ENSRNOG00000056772;Col4a6;92.16144206;2.163166262;1.113144556;0.559587101;1.989224829;0.046676393;0.999244754;collagen type IV alpha 6 chain;;;
ENSRNOG00000000463;Col11a2;4175.50927;1.315412988;0.39551582;0.198861729;1.988898629;0.046712393;0.999244754;collagen type XI alpha 2 chain;;;
ENSRNOG00000025815;Cdr2l;840.1467567;0.716717099;-0.480524322;0.241646206;-1.98854486;0.046751463;0.999244754;cerebellar degeneration-related protein 2-like;;;
ENSRNOG00000015835;Cacna2d2;2046.583353;1.373792298;0.458163901;0.230458713;1.988051983;0.046805941;0.999244754;calcium voltage-gated channel auxiliary subunit alpha2delta 2;;;
ENSRNOG00000014089;Map3k2;661.1864799;1.448685537;0.534744467;0.269264265;1.985946657;0.047039247;0.999244754;mitogen activated protein kinase kinase kinase 2;;;
ENSRNOG00000009149;Jam3;1686.901593;0.645994643;-0.630405894;0.317461596;-1.985770571;0.047058805;0.999244754;junctional adhesion molecule 3;;;
ENSRNOG00000070123;NA;46.72299252;3.117107848;1.640208071;0.826273944;1.985065709;0.047137161;0.999244754;NA;;;
ENSRNOG00000009850;Dcps;4711.083108;0.749836906;-0.415351261;0.209421786;-1.983324029;0.047331247;0.999244754;decapping enzyme; scavenger;;
ENSRNOG00000025731;NA;1567.850024;0.716458609;-0.481044734;0.242586997;-1.982978234;0.047369861;0.999244754;NA;;;
ENSRNOG00000014856;Etnk1;19272.44295;1.244643465;0.315732533;0.159233093;1.982832381;0.047386156;0.999244754;ethanolamine kinase 1;;;
ENSRNOG00000047211;Fzd3;2739.842276;1.307980168;0.387340667;0.195378597;1.982513297;0.047421821;0.999244754;frizzled class receptor 3;;;
ENSRNOG00000046021;Pcsk1n;4681.496554;0.750293354;-0.414473317;0.2090821;-1.982347205;0.047440394;0.999244754;proprotein convertase subtilisin/kexin type 1 inhibitor;;;
ENSRNOG00000000073;Tmed5;2257.643195;0.700263772;-0.514029642;0.259476581;-1.981025187;0.047588449;0.999244754;transmembrane p24 trafficking protein 5;;;
ENSRNOG00000006305;Slc38a2;6048.744838;0.743745269;-0.427119508;0.215630513;-1.980793452;0.047614441;0.999244754;solute carrier family 38; member 2;;
ENSRNOG00000054475;Spag16;52.70624417;3.79983873;1.92593819;0.972726584;1.97993786;0.047710512;0.999244754;sperm associated antigen 16;;;
ENSRNOG00000005506;Arhgef5;110.1031216;2.214669704;1.147091551;0.579421323;1.979719256;0.047735084;0.999244754;Rho guanine nucleotide exchange factor 5;;;
ENSRNOG00000033744;Rasgrp4;148.5225101;2.454277586;1.295298431;0.654482019;1.979119967;0.047802501;0.999244754;RAS guanyl releasing protein 4;;;
ENSRNOG00000033893;Cacna1h;2289.025817;1.423008984;0.50894477;0.25721111;1.978704459;0.047849291;0.999244754;calcium voltage-gated channel subunit alpha1 H;;;
ENSRNOG00000008425;Nav1;4219.418124;1.313964843;0.393926675;0.199117167;1.978366213;0.047887408;0.999244754;neuron navigator 1;;;
ENSRNOG00000011300;Lama3;237.1152699;2.024770107;1.017758114;0.514472657;1.978255015;0.047899945;0.999244754;laminin subunit alpha 3;;;
ENSRNOG00000047040;NA;24.87537679;4.573525999;2.193306852;1.108990502;1.9777508;0.047956826;0.999244754;NA;;;
ENSRNOG00000004040;Abca8;964.8229948;1.455427328;0.541442805;0.273788736;1.977593431;0.047974591;0.999244754;ATP binding cassette subfamily A member 8;;;
ENSRNOG00000009022;Rtkn;2943.126582;0.714476857;-0.485040814;0.245424005;-1.976338108;0.048116496;0.999244754;rhotekin;;;
ENSRNOG00000060144;Ankle2;4160.425804;1.261491462;0.335130442;0.169582933;1.976203829;0.048131696;0.999244754;ankyrin repeat and LEM domain containing 2;;;
ENSRNOG00000007606;Rnf43;740.2406146;0.462633096;-1.112059616;0.562807463;-1.975914836;0.048164424;0.999244754;ring finger protein 43;;;
ENSRNOG00000064341;Urm1;836.1660283;0.740106889;-0.43419445;0.219757982;-1.975784662;0.048179171;0.999244754;ubiquitin related modifier 1;;;
ENSRNOG00000025594;Scrt1;952.7472331;0.56437683;-0.825269334;0.417699262;-1.975750042;0.048183094;0.999244754;scratch family transcriptional repressor 1;;;
ENSRNOG00000019730;Inppl1;1378.746621;0.745543928;-0.423634736;0.214681727;-1.973315298;0.048459651;0.999244754;inositol polyphosphate phosphatase-like 1;;;
ENSRNOG00000011243;MGC94891;10.35408119;0.022740876;-5.45856839;2.76621068;-1.973301755;0.048461193;0.999244754;hypothetical protein LOC681210;;;
ENSRNOG00000000186;Tst;1437.35583;0.766125045;-0.38434821;0.194846761;-1.972566581;0.048544964;0.999244754;thiosulfate sulfurtransferase;;;
ENSRNOG00000000438;Rnf5;1658.950715;0.729540844;-0.454939343;0.230746378;-1.971599064;0.048655394;0.999244754;ring finger protein 5;;;
ENSRNOG00000071002;Kcne4;53.78804769;0.320470709;-1.641735595;0.832764412;-1.971428621;0.04867487;0.999244754;potassium voltage-gated channel subfamily E regulatory subunit 4;;;
ENSRNOG00000014350;Ccn1;42.84022757;0.157801897;-2.663813546;1.352221667;-1.969953308;0.048843722;0.999244754;cellular communication network factor 1;;;
ENSRNOG00000050547;Syngr2;336.9349917;0.612454444;-0.707325557;0.359083126;-1.969810069;0.048860142;0.999244754;synaptogyrin 2;;;
ENSRNOG00000009920;LOC680121;19104.32945;0.804537716;-0.313768041;0.159373502;-1.968759157;0.048980755;0.999244754;similar to heat shock protein 8;;;
ENSRNOG00000012262;Depdc7;162.6540742;0.439394104;-1.186412583;0.602916348;-1.967789707;0.049092239;0.999244754;DEP domain containing 7;;;
ENSRNOG00000047513;Mdn1;4557.710443;1.308558504;0.387978427;0.197253448;1.966903139;0.049194379;0.999244754;midasin AAA ATPase 1;;;
ENSRNOG00000015049;Scn5a;244.9948788;3.218110732;1.686213969;0.857347811;1.966779349;0.049208654;0.999244754;sodium voltage-gated channel alpha subunit 5;;;
ENSRNOG00000017647;Zc3h8;835.6034317;1.39389402;0.479120875;0.243750025;1.965623897;0.049342072;0.999244754;zinc finger CCCH type containing 8;;;
ENSRNOG00000017036;Sec11c;2990.710083;0.666761425;-0.584757454;0.297511533;-1.965495077;0.049356965;0.999244754;SEC11 homolog C; signal peptidase complex subunit;;
ENSRNOG00000003232;Nherf1;1519.085457;0.706038265;-0.50218172;0.255513458;-1.96538266;0.049369965;0.999244754;NHERF family PDZ scaffold protein 1;;;
ENSRNOG00000019615;Colq;53.20781808;2.768852984;1.469288454;0.747678224;1.965134741;0.049398645;0.999244754;collagen like tail subunit of asymmetric acetylcholinesterase;;;
ENSRNOG00000021007;Snx15;921.8340564;0.679082965;-0.558340253;0.284135446;-1.965049627;0.049408494;0.999244754;sorting nexin 15;;;
ENSRNOG00000007732;Slc35c1;814.8838983;0.732758113;-0.448591059;0.228384531;-1.96419196;0.049507835;0.999244754;solute carrier family 35 member C1;;;
ENSRNOG00000060825;Ccm2;1603.96046;0.73431375;-0.44553148;0.226883359;-1.96370277;0.049564571;0.999244754;CCM2 scaffold protein;;;
ENSRNOG00000005124;Plekhh2;3033.143676;1.537715607;0.620788708;0.316197798;1.963292321;0.049612217;0.999244754;pleckstrin homology; MyTH4 and FERM domain containing H2;;
ENSRNOG00000005093;Lgr6;245.3672977;1.78450326;0.835522537;0.42568851;1.962755672;0.049674571;0.999244754;leucine-rich repeat-containing G protein-coupled receptor 6;;;
ENSRNOG00000051169;Clnk;7.93450972;0.025266743;-5.306616466;2.704930735;-1.961830814;0.049782185;0.999244754;cytokine-dependent hematopoietic cell linker;;;
ENSRNOG00000009535;Stoml2;1481.672882;0.771767688;-0.373761452;0.190517105;-1.961826219;0.04978272;0.999244754;stomatin like 2;;;
ENSRNOG00000001251;Grifin;4.956782752;0.020672252;-5.596160606;2.854042238;-1.960784088;0.049904215;0.999244754;galectin-related inter-fiber protein;;;
ENSRNOG00000031641;NA;1224.807036;0.714641885;-0.484707623;0.247202556;-1.960771078;0.049905733;0.999244754;NA;;;
ENSRNOG00000061782;Tspyl2;5442.727342;1.346344204;0.429047294;0.218848558;1.960475761;0.049940208;0.999244754;TSPY-like 2;;;
